,Year,State,Division,County,Region,Population_Description,Offense,Offender_Race,Offender_Ethnicity,Offender_Age,Offender_Sex,Victim_Type,Location,Weapon,Property_Type,Stolen_Value,Recovered_Value,Recovered?,Recovery_Date
61338,2017,Maryland,South Atlantic,MONTGOMERY,South,"MSA counties 100,000 or over",Credit Card/Automated Teller Machine Fraud,Black or African American,,,M,Business,Service/Gas Station,,Other,2250.0,0.0,N,
80354,2017,Florida,South Atlantic,MIAMI-DADE,South,"Cities from 50,000 thru 99,999",Motor Vehicle Theft,,,,,Business,Commercial/Office Building,,Recordings,9100.0,,N,
76634,2017,Texas,West South Central,TARRANT,South,"Cities from 250,000 thru 499,999",Theft From Motor Vehicle,Unknown,Unknown,,U,Business,Highway/Road/Alley/Street/Sidewalk,,Building Materials,15000.0,0.0,N,
61200,2017,West Virginia,South Atlantic,PUTNAM,South,"MSA counties from 25,000 thru 99,999",All Other Larceny,White,,32.0,F,Individual,Parking/Drop Lot/Garage,,Other,1146.0,0.0,N,
71379,2017,Texas,West South Central,TARRANT,South,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,Unknown,Unknown,,U,Business,Highway/Road/Alley/Street/Sidewalk,,Building Materials,15000.0,0.0,N,
50850,2017,Virginia,South Atlantic,CULPEPER,South,"Cities from 10,000 thru 24,999",Theft From Motor Vehicle,Unknown,,,U,Individual,Parking/Drop Lot/Garage,,Jewelry/ Precious Metals,6000.0,0.0,N,
60569,2017,Texas,West South Central,TARRANT,South,"Cities from 250,000 thru 499,999",All Other Larceny,Unknown,Unknown,,U,Business,Dock/Wharf/Freight/Modal Terminal,,Other,1100.0,0.0,N,
73759,2017,Massachusetts,New England,BRISTOL,Northeast,"Cities from 50,000 thru 99,999",Burglary/Breaking & Entering,,,,,Individual,Residence/Home,,Tools,2200.0,0.0,N,
73758,2017,Massachusetts,New England,BRISTOL,Northeast,"Cities from 50,000 thru 99,999",Burglary/Breaking & Entering,,,,,Individual,Residence/Home,,Computer Hard/ Software,1350.0,0.0,N,
71201,2017,West Virginia,South Atlantic,ROANE,South,"Non-MSA counties under 10,000",Motor Vehicle Theft,Unknown,,,U,Individual,Construction Site,,Tools,1400.0,0.0,N,
50683,2017,Tennessee,East South Central,SHELBY,South,"Cities from 500,000 thru 999,999",Theft From Motor Vehicle,Black or African American,Not Hispanic or Latino,,U,Business,Parking/Drop Lot/Garage,,Alcohol,1444.0,0.0,N,
73752,2017,Massachusetts,New England,BRISTOL,Northeast,"Cities from 50,000 thru 99,999",Burglary/Breaking & Entering,,,,,Individual,Residence/Home,,Tools,1100.0,0.0,N,
84860,2017,Virginia,South Atlantic,PRINCE WILLIAM,South,"MSA counties 100,000 or over",Embezzlement,Black or African American,,47.0,M,Business,Highway/Road/Alley/Street/Sidewalk,,Trailers,15000.0,15000.0,Y,18-Feb-17
84859,2017,Texas,West South Central,ROCKWALL; DENTON; COLLIN; DALLAS,South,"Cities 1,000,000 or over",Embezzlement,Black or African American,Not Hispanic or Latino,49.0,M,Business,Highway/Road/Alley/Street/Sidewalk,,Trailers,29000.0,29000.0,Y,12-Oct-17
84858,2017,Texas,West South Central,PARKER; DENTON; TARRANT,South,"Cities from 500,000 thru 999,999",Motor Vehicle Theft,Black or African American,Not Hispanic or Latino,56.0,M,Business,Specialty Store,,Trailers,35000.0,35000.0,Y,26-Jun-17
60571,2017,Texas,West South Central,LA SALLE,South,"Non-MSA counties under 10,000",All Other Larceny,,,,,Business,Construction Site,,Other,9500.0,,N,
61090,2017,West Virginia,South Atlantic,PUTNAM,South,"MSA counties from 25,000 thru 99,999",All Other Larceny,White,,32.0,F,Business,Parking/Drop Lot/Garage,,Other,6000.0,0.0,N,
61088,2017,Colorado,Mountain,DOUGLAS; ADAMS; ARAPAHOE,West,"Cities from 250,000 thru 499,999",All Other Larceny,White,Not Hispanic or Latino,27.0,M,Business,Commercial/Office Building,,Other,4043.0,0.0,N,
61087,2017,Ohio,East North Central,LICKING,Midwest,"MSA counties from 25,000 thru 99,999",All Other Larceny,White,,37.0,M,Business,Rental Storage Facility,,Other,1450.0,0.0,N,
61086,2017,Ohio,East North Central,LICKING,Midwest,"MSA counties from 25,000 thru 99,999",All Other Larceny,White,,32.0,M,Business,Rental Storage Facility,,Other,1450.0,0.0,N,
49772,2017,Florida,South Atlantic,BROWARD,South,"Cities from 100,000 thru 249,999",All Other Larceny,,,,,Business,Parking/Drop Lot/Garage,,Consumable Goods,500000.0,,N,
73739,2017,Rhode Island,New England,PROVIDENCE,Northeast,"Cities from 100,000 thru 249,999",Burglary/Breaking & Entering,,,,,Individual,Residence/Home,,Computer Hard/ Software,1800.0,0.0,N,
49773,2017,Florida,South Atlantic,BROWARD,South,"Cities from 100,000 thru 249,999",All Other Larceny,,,,,Business,Parking/Drop Lot/Garage,,Trucks,250000.0,25000.0,Y,07-Jan-17
50680,2017,Tennessee,East South Central,SHELBY,South,"Cities from 500,000 thru 999,999",Theft From Motor Vehicle,Black or African American,Not Hispanic or Latino,22.0,M,Business,Convenience Store,,Consumable Goods,3700.0,0.0,N,
50679,2017,Tennessee,East South Central,SHELBY,South,"Cities from 500,000 thru 999,999",Theft From Motor Vehicle,Black or African American,Not Hispanic or Latino,22.0,M,Business,Convenience Store,,Consumable Goods,3700.0,0.0,N,
61098,2017,Massachusetts,New England,SUFFOLK,Northeast,"Cities from 50,000 thru 99,999",All Other Larceny,,,,,Other,Residence/Home,,Other,48313.0,0.0,N,
61132,2017,Texas,West South Central,ELLIS; TARRANT; DALLAS,South,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,Black or African American,Not Hispanic or Latino,27.0,M,Business,Not Specified,,Other,10000.0,10000.0,Y,06-Dec-17
50729,2017,Tennessee,East South Central,SHELBY,South,"Cities from 500,000 thru 999,999",Theft From Motor Vehicle,Unknown,Unknown,,U,Business,Highway/Road/Alley/Street/Sidewalk,,Alcohol,5000.0,0.0,N,
60565,2017,Texas,West South Central,MONTGOMERY; FORT BEND; HARRIS,South,"Cities 1,000,000 or over",All Other Larceny,Unknown,Unknown,0.0,U,Business,Rental Storage Facility,,Structure/ Storage,10000.0,,N,
71168,2017,Tennessee,East South Central,WILSON,South,"Cities from 25,000 thru 49,999",Destruction/Damage/Vandalism of Property,Black or African American,Not Hispanic or Latino,41.0,M,Business,Dock/Wharf/Freight/Modal Terminal,,Computer Hard/ Software,113000.0,0.0,N,
60542,2017,West Virginia,South Atlantic,WAYNE; CABELL,South,"Cities from 25,000 thru 49,999",All Other Larceny,White,,27.0,M,Individual,Residence/Home,,Other,2700.0,0.0,N,
60543,2017,West Virginia,South Atlantic,WAYNE; CABELL,South,"Cities from 25,000 thru 49,999",All Other Larceny,White,,37.0,M,Individual,Residence/Home,,Other,2700.0,0.0,N,
49674,2017,Massachusetts,New England,MIDDLESEX,Northeast,"Cities from 50,000 thru 99,999",Theft From Motor Vehicle,,,,,Individual,Highway/Road/Alley/Street/Sidewalk,,Jewelry/ Precious Metals,6000.0,0.0,N,
71169,2017,Tennessee,East South Central,WILSON,South,"Cities from 25,000 thru 49,999",Destruction/Damage/Vandalism of Property,Black or African American,Not Hispanic or Latino,43.0,M,Business,Dock/Wharf/Freight/Modal Terminal,,Computer Hard/ Software,113000.0,0.0,N,
78196,2017,Texas,West South Central,MONTGOMERY; FORT BEND; HARRIS,South,"Cities 1,000,000 or over",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Business,Parking/Drop Lot/Garage,,Trailers,50000.0,50000.0,Y,16-Feb-17
84958,2017,Ohio,East North Central,PICKAWAY,Midwest,"Cities under 2,500",Theft From Motor Vehicle,White,,31.0,M,Individual,Residence/Home,,Office Equipment,1150.0,0.0,N,
49687,2017,Texas,West South Central,MONTGOMERY; FORT BEND; HARRIS,South,"Cities 1,000,000 or over",Theft From Motor Vehicle,Unknown,,0.0,U,Business,Dock/Wharf/Freight/Modal Terminal,,Consumable Goods,24000.0,,N,
49695,2017,Virginia,South Atlantic,HOPEWELL CITY,South,"Cities from 10,000 thru 24,999",Theft From Motor Vehicle,Unknown,,,U,Business,Hotel/Motel/Etc.,,Consumable Goods,6401.0,0.0,N,
49414,2017,Texas,West South Central,GRAY,South,"Non-MSA counties under 10,000",All Other Larceny,,,,,Business,Other/Unknown,,Consumable Goods,5750.0,,N,
61153,2017,Colorado,Mountain,DOUGLAS; ADAMS; ARAPAHOE,West,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,White,Not Hispanic or Latino,30.0,F,Business,Highway/Road/Alley/Street/Sidewalk,,Other,100000.0,0.0,N,
50754,2017,Ohio,East North Central,BROWN,Midwest,"Cities from 2,500 thru 9,999",Theft From Motor Vehicle,,,,,Business,Parking/Drop Lot/Garage,,Lawn/ Yard/ Garden Equipment,3200.0,0.0,N,
61139,2017,Ohio,East North Central,TUSCARAWAS,Midwest,"Cities from 2,500 thru 9,999",Motor Vehicle Theft,White,,29.0,M,Business,Dock/Wharf/Freight/Modal Terminal,,Other,34467.0,0.0,N,
61138,2017,Massachusetts,New England,WORCESTER,Northeast,"Cities from 10,000 thru 24,999",Embezzlement,White,Not Hispanic or Latino,24.0,M,Business,Industrial Site,,Other,30000.0,0.0,N,
61135,2017,Massachusetts,New England,SUFFOLK,Northeast,"Cities from 50,000 thru 99,999",Embezzlement,Black or African American,Not Hispanic or Latino,31.0,F,Business,Other/Unknown,,Other,2000.0,0.0,N,
71182,2017,Maryland,South Atlantic,MONTGOMERY,South,"MSA counties 100,000 or over",Drug Equipment Violations,White,,32.0,F,Business,Specialty Store,,Tools,1373.0,0.0,N,
61133,2017,Texas,West South Central,ELLIS; TARRANT; DALLAS,South,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,Black or African American,Not Hispanic or Latino,51.0,M,Business,Not Specified,,Other,10000.0,10000.0,Y,06-Dec-17
71193,2017,Massachusetts,New England,MIDDLESEX,Northeast,"Cities from 25,000 thru 49,999",Burglary/Breaking & Entering,White,Unknown,40.0,M,Business,Commercial/Office Building,,Industrial Equipment,1200.0,0.0,N,
73840,2017,West Virginia,South Atlantic,KANAWHA,South,"Cities from 10,000 thru 24,999",All Other Larceny,White,,,M,Individual,Parking/Drop Lot/Garage,,Tools,4494.0,0.0,N,
50740,2017,Texas,West South Central,MEDINA; BEXAR,South,"Cities 1,000,000 or over",Theft From Motor Vehicle,Unknown,Unknown,54.0,U,Business,Highway/Road/Alley/Street/Sidewalk,,Consumable Goods,12000.0,,N,
61152,2017,Colorado,Mountain,DOUGLAS; ADAMS; ARAPAHOE,West,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,White,Not Hispanic or Latino,50.0,M,Business,Highway/Road/Alley/Street/Sidewalk,,Other,100000.0,0.0,N,
84376,2017,Ohio,East North Central,TUSCARAWAS,Midwest,"Cities from 2,500 thru 9,999",Motor Vehicle Theft,White,,29.0,M,Business,Dock/Wharf/Freight/Modal Terminal,,Trailers,2000.0,0.0,N,
51494,2017,Texas,West South Central,WEBB,South,"Cities from 250,000 thru 499,999",Theft From Motor Vehicle,,,,,Business,Commercial/Office Building,,Consumable Goods,25000.0,,N,
82663,2017,Ohio,East North Central,GALLIA,Midwest,"Non-MSA counties from 25,000 thru 99,999",Theft From Motor Vehicle,,,,,Individual,Parking/Drop Lot/Garage,,Musical Instruments,1200.0,0.0,N,
70770,2017,South Carolina,South Atlantic,CHARLESTON,South,"MSA counties from 25,000 thru 99,999",Burglary/Breaking & Entering,Unknown,Not Hispanic or Latino,,M,Business,Construction Site,,Computer Hard/ Software,19200.0,0.0,N,
75777,2017,Virginia,South Atlantic,PRINCE WILLIAM,South,"MSA counties 100,000 or over",Embezzlement,Black or African American,,47.0,M,Business,Highway/Road/Alley/Street/Sidewalk,,Industrial Equipment,80000.0,80000.0,Y,18-Feb-17
71796,2017,Maryland,South Atlantic,MONTGOMERY,South,"MSA counties 100,000 or over",All Other Larceny,White,,20.0,M,Individual,Specialty Store,,Computer Hard/ Software,2800.0,0.0,N,
74548,2017,Alaska,Pacific,ANCHORAGE,West,"Cities from 250,000 thru 499,999",All Other Larceny,,,,,Business,Other/Unknown,,Computer Hard/ Software,2776.0,,N,
